timestamp,user,text,toxic_labels,stt_time,ai_time,latency_ms,user_count
2026-02-15 16:21:04,Y,Search what an excellent article congratulations!,SAFE,1568.12,84.49,1652.62,2
2026-02-15 16:21:15,Y,brief test to talk contribs count,SAFE,1419.70,67.55,1487.25,2
2026-02-15 16:21:26,Y,People are interested in youth football.,SAFE,1541.56,76.83,1618.39,2
2026-02-15 16:22:32,Y,People are interested in youth football.,SAFE,993.50,47.38,1040.88,2
2026-02-15 16:22:42,Y,"Thanks for the clarification, cheers.",SAFE,1055.25,43.87,1099.12,2
2026-02-15 16:22:53,Y,Redirect Talk Nick Mack Hieroglyphic Writing,SAFE,1156.11,60.91,1217.03,2
2026-02-15 16:23:04,Y,Which adheres to the subject matter?,SAFE,1034.48,49.74,1084.23,2
2026-02-15 16:23:13,Y,"My talk, my contracts.",SAFE,1016.44,45.60,1062.04,2
2026-02-15 16:23:23,Y,You've been found out Walter.,SAFE,997.96,52.49,1050.46,2
2026-02-15 16:23:33,Y,Unless you believe the Arthurian legend.,SAFE,1048.13,50.24,1098.37,2
2026-02-15 16:27:48,Y,Will you be my friend?,SAFE,1045.19,56.61,1101.80,2
2026-02-15 16:27:58,Y,Found the scientific name.,SAFE,996.91,45.61,1042.52,2
2026-02-15 16:28:08,Y,"Goodbye, biased administrator.",SAFE,1010.47,47.05,1057.53,2
2026-02-15 16:28:18,Y,"You so wise, thanks.",SAFE,993.69,46.61,1040.30,2
2026-02-15 16:28:27,Y,Opinion noted.,SAFE,1027.39,47.16,1074.55,2
2026-02-15 16:28:38,Y,I suspect that closed mouth is jy.,SAFE,1019.99,49.38,1069.37,2
2026-02-15 16:28:50,Y,Look blatant anti-remaniac remark anti-remaniac remark,SAFE,1160.21,57.10,1217.31,2
2026-02-15 16:29:01,Y,Redirect talk date your rail accident.,SAFE,1136.79,53.73,1190.52,2
2026-02-15 16:29:12,Y,"On the last quest, the last quest was mentioned.",SAFE,1025.09,47.54,1072.63,2
2026-02-15 16:29:23,Y,Redirect Talk Technicolor Rock Band,SAFE,1028.26,52.04,1080.29,2
2026-02-15 16:29:32,Y,It is that donut.,SAFE,1033.06,44.21,1077.26,2
2026-02-15 16:29:41,Y,Appeal to unblock.,SAFE,977.95,43.71,1021.66,2
2026-02-15 16:29:50,Y,Happy Easter!,SAFE,959.64,44.81,1004.45,2
2026-02-15 16:30:00,Y,"That's my intention, Maison.",SAFE,1001.42,47.98,1049.41,2
2026-02-15 16:30:10,Y,Redirect talk Somerset Bridalwood,SAFE,1024.31,48.45,1072.77,2
2026-02-15 16:30:20,Y,"Nothing to see here, move along.",SAFE,1019.05,46.17,1065.21,2
2026-02-15 16:30:30,Y,The plant sawed to himself.,SAFE,1002.18,46.78,1048.96,2
2026-02-15 16:30:40,Y,Unblock you didn't edit anything today,SAFE,1016.01,47.58,1063.59,2
2026-02-15 16:30:50,Y,"Talk back, let's talk about it.",SAFE,1022.49,46.06,1068.55,2
2026-02-15 16:31:01,Y,Had to remove while hobby propaganda by,SAFE,994.85,46.50,1041.35,2
2026-02-15 16:31:10,Y,"Yes, that's right.",SAFE,1067.22,53.55,1120.78,2
2026-02-15 16:31:20,Y,Mr's heart is a lonely hunter.,SAFE,1129.24,55.40,1184.64,2
2026-02-15 16:31:30,Y,Caused her approval rating to slip.,SAFE,985.98,49.73,1035.71,2
2026-02-15 16:31:40,Y,Testing user page,SAFE,1025.13,44.18,1069.31,2
2026-02-15 16:31:50,Y,"However, he deleted his comments.",SAFE,979.46,45.46,1024.92,2
2026-02-15 16:32:00,Y,What does kiss stand for?,SAFE,978.61,46.71,1025.32,2
2026-02-15 16:32:10,Y,"I mean, not about stop.",SAFE,1002.27,51.92,1054.19,2
2026-02-15 16:32:18,Y,This is quite sensible,SAFE,956.17,44.13,1000.30,2
2026-02-15 16:32:28,Y,If it doesn't get knitted.,SAFE,979.54,48.48,1028.02,2
2026-02-15 16:32:40,Y,"Redirect, talk Shane Gujarat newspaper Pakistan",SAFE,1047.41,53.30,1100.71,2
2026-02-15 16:32:51,Y,I think that's a good solution.,SAFE,1032.96,48.01,1080.97,2
2026-02-15 16:33:02,Y,Stop stop messing with my article.,SAFE,997.88,60.06,1057.94,2
2026-02-15 16:33:11,Y,The list would be great.,SAFE,1008.53,43.46,1051.99,2
2026-02-15 16:33:20,Y,My sentiment exactly.,SAFE,972.92,53.33,1026.25,2
2026-02-15 16:33:32,Y,"Redirect Talk Lake Forest Knoxville, Tennessee",SAFE,982.87,44.40,1027.27,2
2026-02-15 16:33:41,Y,"Okay, thanks Phil Socks.",SAFE,941.28,44.80,986.08,2
2026-02-15 16:33:53,Y,"Welcome, happy editing.",SAFE,1044.15,50.82,1094.97,2
2026-02-15 16:34:01,Y,Agreed removed.,SAFE,966.63,45.24,1011.87,2
2026-02-15 16:34:12,Y,Replied at user talk Toshio Yamaguchi question.,SAFE,1018.76,44.20,1062.96,2
2026-02-15 16:34:28,Y,"Same for this 16,613,724,020.",SAFE,1080.91,54.10,1135.01,2
2026-02-15 16:34:38,Y,Because I am a huge baguette.,SAFE,1019.19,49.09,1068.28,2
2026-02-15 16:34:47,Y,Cowardly Crouch German,SAFE,964.79,44.01,1008.80,2
2026-02-15 16:34:56,Y,I'm a huge arse in Lamion.,toxic,1040.13,44.14,1084.27,2
2026-02-15 16:35:10,Y,"LMAO, I'll fuck off you Slavdike.",toxic,1738.02,46.78,1784.80,2
2026-02-15 16:35:19,Y,Hi ya fucking idiot!,toxic,995.55,60.38,1055.93,2
2026-02-15 16:35:29,Y,Fuck you bastard T-U-R-D!,toxic,1049.41,47.43,1096.84,2
2026-02-15 16:35:39,Y,Glazinger Corporation Pissot,SAFE,1874.79,99.91,1974.69,2
2026-02-15 16:35:49,Y,Anonymous you gay a fan bro fuck you,toxic,1006.44,51.31,1057.74,2
2026-02-15 16:36:00,Y,"LMAO, your a male nurse.",toxic,1088.20,45.82,1134.02,2
2026-02-15 16:36:10,Y,"Dickshit it's spelled, boundalism retard.",toxic,1096.78,47.42,1144.20,2
2026-02-15 16:36:20,Y,Delete my 200 articles wall.,SAFE,979.34,45.52,1024.86,2
2026-02-15 16:36:34,Y,PP-P-P-PSSSSSSHH Haha funny arshit,toxic,1044.57,49.18,1093.75,2
2026-02-15 16:36:44,Y,Lol guess what you're a faggot?,toxic,1097.18,53.94,1151.12,2
2026-02-15 16:36:54,Y,replying to above simply putiness,SAFE,1168.14,73.98,1242.12,2
2026-02-15 16:37:04,Y,A here B is a loser.,toxic,1038.53,48.74,1087.27,2
2026-02-15 16:37:14,Y,"Fuck you, fuck you, deletionist.  You",toxic,1781.42,49.48,1830.91,2
2026-02-15 16:37:23,Y,"Go away, racists not wanted.",SAFE,989.32,48.51,1037.83,2
2026-02-15 16:37:33,Y,"No, I don't care you bitch.",toxic,1042.86,45.08,1087.94,2
2026-02-15 16:37:42,Y,Tock-bootsie is a fucker.,toxic,1033.22,44.86,1078.09,2
2026-02-15 16:37:52,Y,Jimbo whale stupid,toxic,970.61,44.02,1014.63,2
2026-02-15 16:38:02,Y,Bloody hell it continues.,SAFE,1020.11,46.04,1066.16,2
2026-02-15 16:38:12,Y,"Hell night, why don't you die?",toxic,1025.45,44.07,1069.53,2
2026-02-15 16:38:21,Y,Cody is fucking awesome.,toxic,1023.96,46.96,1070.92,2
2026-02-15 16:38:31,Y,You're a fucking retard.,toxic,1017.16,44.59,1061.75,2
2026-02-15 16:38:40,Y,Spit hole 1 you suck spit hole.,toxic,1039.42,49.32,1088.74,2
2026-02-15 16:38:51,Y,P.S. You are a Wunka.,toxic,1083.98,41.06,1125.04,2
2026-02-15 16:39:01,Y,Bunch of Coke-Fag douche bags  S***  S***  S***  S***  S***  S***  S***,toxic,1223.40,70.63,1294.02,2
2026-02-15 16:39:10,Y,Read the source idiot.,toxic,979.82,44.17,1023.99,2
2026-02-15 16:39:21,Y,"Dalescom, you are a stupid motherfucker.",toxic,1099.47,57.21,1156.68,2
2026-02-15 16:39:31,Y,He was the best way for the motherfucker.,toxic,1013.27,49.59,1062.86,2
2026-02-15 16:39:41,Y,"Yeah, that may fake scholar.",SAFE,995.79,46.71,1042.49,2
2026-02-15 16:39:51,Y,Yo man you're pissing me off,toxic,1023.39,45.12,1068.50,2
