timestamp,user,text,toxic_labels,stt_time,ai_time,latency_ms,user_count
2026-02-15 18:17:20,Hh,search what an excellent article congratulations,SAFE,1142.82,79.08,1221.90,3
2026-02-15 18:17:30,Hh,grief test to talk contracts count,SAFE,971.34,53.61,1024.96,3
2026-02-15 18:17:40,Hh,people are interested in you are oh,SAFE,1065.83,42.03,1107.86,3
2026-02-15 18:17:50,Hh,thanks for the clarification choose,SAFE,999.30,44.03,1043.33,3
2026-02-15 18:18:02,Hh,redirect talk make mac hieroglyphic writing,SAFE,1148.43,55.67,1204.09,3
2026-02-15 18:18:12,Hh,which adheres to the subject matter,SAFE,1065.42,43.14,1108.56,3
2026-02-15 18:18:21,Hh,my talk my contracts,SAFE,836.32,41.46,877.77,3
2026-02-15 18:18:31,Hh,you've been found out walter,SAFE,863.20,46.98,910.18,3
2026-02-15 18:18:42,Hh,unless you believe the a theory and legend,SAFE,1050.37,44.31,1094.68,3
2026-02-15 18:18:52,Hh,talkback changes,SAFE,1006.64,38.28,1044.92,3
2026-02-15 18:19:01,Hh,will you be my friend,SAFE,819.02,40.96,859.98,3
2026-02-15 18:19:11,Hh,found the scientific name,SAFE,951.82,41.04,992.87,3
2026-02-15 18:19:23,Hh,goodbye biased administrator,SAFE,936.35,43.27,979.63,3
2026-02-15 18:19:32,Hh,you so wise thanks,SAFE,810.12,40.48,850.60,3
2026-02-15 18:19:41,Hh,opinion noted,SAFE,761.69,41.12,802.81,3
2026-02-15 18:19:51,Hh,i suspect that closed mouth is dry,SAFE,959.05,42.17,1001.22,3
2026-02-15 18:20:03,Hh,look blatant anti romanian remark anti romanian remark,SAFE,1029.60,63.30,1092.90,3
2026-02-15 18:20:14,Hh,read direct talk date your rail accident,SAFE,1007.39,42.47,1049.85,3
2026-02-15 18:20:26,Hh,unfair last class by last question was mentioned,SAFE,1232.66,43.38,1276.04,3
2026-02-15 18:20:36,Hh,read i wrecked talk technicolor rock band,SAFE,1017.49,47.08,1064.58,3
2026-02-15 18:20:46,Hh,it is bad darn it,SAFE,1003.31,48.71,1052.03,3
2026-02-15 18:20:54,Hh,appeal to unblock,SAFE,799.27,62.98,862.25,3
2026-02-15 18:21:03,Hh,happy easter,SAFE,759.78,40.53,800.31,3
2026-02-15 18:21:13,Hh,that's my intention maison,SAFE,995.17,46.30,1041.47,3
2026-02-15 18:21:24,Hh,read i read talk somerset bridal would,SAFE,1096.53,43.49,1140.02,3
2026-02-15 18:21:34,Hh,nothing to see here move along,SAFE,834.19,39.37,873.55,3
2026-02-15 18:21:44,Hh,the pants off to himself,toxic,1238.25,46.24,1284.50,3
2026-02-15 18:21:54,Hh,i'm lucky he didn't added anything today,SAFE,932.17,45.40,977.57,3
2026-02-15 18:22:04,Hh,talkback back let's talk about it,SAFE,1025.79,41.44,1067.22,3
2026-02-15 18:22:14,Hh,had to remove wahhabi propaganda by,SAFE,993.06,45.08,1038.14,3
2026-02-15 18:22:23,Hh,yes that's right,SAFE,848.17,45.25,893.42,3
2026-02-15 18:22:33,Hh,those hearts he's a lonely hunter,SAFE,993.77,46.04,1039.81,3
2026-02-15 18:27:10,Hh,testing user page,SAFE,860.56,56.90,917.46,3
2026-02-15 18:27:21,Hh,however he deleted his comment,SAFE,951.15,43.59,994.75,3
2026-02-15 18:27:30,Hh,what does kissed stand for,SAFE,773.78,47.37,821.15,3
2026-02-15 18:27:40,Hh,i mean that about stop,SAFE,879.52,41.04,920.56,3
2026-02-15 18:27:49,Hh,this is quite sensible,SAFE,959.57,40.49,1000.07,3
2026-02-15 18:27:59,Hh,if it doesn't get elected,SAFE,783.71,41.63,825.34,3
2026-02-15 18:28:10,Hh,redirect talk shane good rot newspaper pakistan,SAFE,931.56,45.07,976.63,3
2026-02-15 18:28:20,Hh,i think that's a good solution,SAFE,1064.14,45.30,1109.44,3
2026-02-15 18:28:30,Hh,stop stop messing with my article,SAFE,1066.31,41.76,1108.07,3
2026-02-15 18:28:39,Hh,the list would be great,SAFE,849.80,41.72,891.52,3
2026-02-15 18:28:48,Hh,my sentiments exactly,SAFE,796.76,39.47,836.23,3
2026-02-15 18:29:00,Hh,read or write to talk lake forest knoxville tennessee,SAFE,1138.68,42.43,1181.12,3
2026-02-15 18:29:09,Hh,okay thanks phil socks,SAFE,788.25,37.69,825.94,3
2026-02-15 18:29:19,Hh,welcome happy editing,SAFE,850.39,38.73,889.12,3
2026-02-15 18:29:28,Hh,agreed removed,SAFE,717.68,36.81,754.49,3
2026-02-15 18:29:40,Hh,reply to use a talk tokyo yamaguchi question,SAFE,1292.15,53.05,1345.20,3
2026-02-15 18:29:55,Hh,same for their sixteen billion six hundred and thirteen million seven hundred and twenty four thousand and twenty,SAFE,1549.28,64.32,1613.61,3
2026-02-15 18:30:05,Hh,because i am a huge faggot,toxic,909.59,44.78,954.37,3
2026-02-15 18:30:13,Hh,cowardly crowd german,toxic,529.01,39.80,568.81,3
2026-02-15 18:30:24,Hh,i'm a huge ass and lamido,toxic,1028.28,43.84,1072.12,3
2026-02-15 18:30:36,Hh,l m a oh oh fuck off he slapped i,toxic,1356.54,48.67,1405.21,3
